"id" "length" "temp" "num.tech"
"52" 52 1228.99955870924 20 "A"
"53" 53 1143.9649020033 20 "A"
"54" 54 1144.45767442887 20 "A"
"55" 55 1173.37677516914 20 "A"
"56" 56 1152.76907128844 20 "A"
"57" 57 1173.04676159322 20 "A"
"58" 58 1137.36906927147 20 "A"
"59" 59 1204.16366561599 20 "A"
"60" 60 1166.32549931163 20 "A"
"61" 61 1128.43877392189 20 "A"
"62" 62 1162.17236130448 20 "A"
"63" 63 1116.75816503831 20 "A"
"64" 64 1236.50231865901 20 "A"
"65" 65 1039.56108719589 20 "A"
"66" 66 1245.42903095929 20 "A"
"67" 67 1104.12913185613 20 "A"
"68" 68 1149.59618872971 20 "A"
"69" 69 1043.14839386772 20 "A"
"70" 70 1031.09259093025 20 "A"
"71" 71 1128.64069470634 20 "A"
"72" 72 1143.04450805241 20 "A"
"73" 73 1134.52400674387 20 "A"
"74" 74 1081.87550579974 20 "A"
"75" 75 1114.45120784177 20 "A"
"76" 76 1186.43525098702 20 "A"
"77" 77 1068.75408997896 20 "A"
"78" 78 1142.17217695509 20 "A"
"79" 79 1069.64957988576 20 "A"
"80" 80 1146.5923453899 20 "A"
"81" 81 1160.63714260167 20 "A"
"82" 82 1119.78739255287 20 "A"
"83" 83 1136.46656330074 20 "A"
"84" 84 1085.78424735789 20 "A"
"85" 85 1155.29342001154 20 "A"
"86" 86 1156.10538700444 20 "A"
"87" 87 1190.17866034746 20 "A"
"88" 88 1147.25586349719 20 "A"
"89" 89 1188.92129051638 20 "A"
"90" 90 1231.87656301951 20 "A"
"91" 91 1176.59468393639 20 "A"
"92" 92 1146.57701807512 20 "A"
"93" 93 1179.03581628837 20 "A"
"94" 94 1146.57014176015 20 "A"
"95" 95 1199.49220174485 20 "A"
"96" 96 1140.38063435835 20 "A"
"97" 97 1136.01290565317 20 "A"
"98" 98 1170.27764135327 20 "A"
"99" 99 1119.51896401388 20 "A"
"100" 100 1127.13573161554 20 "A"
"101" 101 1106.90463233299 20 "B"
"102" 102 1150.03850827528 20 "B"
"103" 103 999.27828088672 20 "B"
"104" 104 1165.08676030711 20 "B"
"105" 105 1171.75482218561 20 "B"
"106" 106 1093.97273155403 20 "B"
"107" 107 1157.58312443554 20 "B"
"108" 108 1147.40541126776 20 "B"
"109" 109 1180.77047438028 20 "B"
"110" 110 1173.39850608543 20 "B"
"111" 111 1085.78969842839 20 "B"
"112" 112 1210.95270268747 20 "B"
"113" 113 1048.11541294231 20 "B"
"114" 114 1133.13410382967 20 "B"
"115" 115 1113.19607213384 20 "B"
"116" 116 1159.7821972283 20 "B"
"117" 117 1145.39396969195 20 "B"
"118" 118 1059.30431778824 20 "B"
"119" 119 1182.12946119144 20 "B"
"120" 120 1122.61409182108 20 "B"
"121" 121 1193.0325976175 20 "B"
"122" 122 1144.66389982243 20 "B"
"123" 123 1138.12280366427 20 "B"
"124" 124 1130.6950080423 20 "B"
"125" 125 1109.17703981737 20 "B"
"126" 126 1135.93633342539 20 "B"
"127" 127 1226.9348793362 20 "B"
"128" 128 1091.51858599163 20 "B"
"129" 129 1159.84157154587 20 "B"
"130" 130 1095.36856979986 20 "B"
"131" 131 1156.19823892262 20 "B"
"132" 132 1126.50686335051 20 "B"
"133" 133 1117.41464713348 20 "B"
"134" 134 1205.60549046316 20 "B"
"135" 135 1136.68679373481 20 "B"
"136" 136 1109.31186779663 20 "B"
"137" 137 1144.8186521268 20 "B"
"138" 138 1191.53464920383 20 "B"
"139" 139 1203.63373068055 20 "B"
"140" 140 1154.36868774719 20 "B"
"141" 141 1120.30065539872 20 "B"
"142" 142 1150.62164558311 20 "B"
"143" 143 1197.29383522276 20 "B"
"144" 144 1200.68603782775 20 "B"
"145" 145 1019.12515497322 20 "B"
"146" 146 1178.79193098053 20 "B"
"147" 147 1195.72531703924 20 "B"
"148" 148 1164.74096452447 20 "B"
"149" 149 1140.16709943293 20 "B"
"150" 150 1158.02471482287 20 "B"
"151" 151 1217.64772310048 20 "B"
"152" 152 1117.80269288777 20 "B"
"153" 153 1173.87878648005 20 "B"
"154" 154 1220.24076311106 20 "B"
"155" 155 1136.07147431432 20 "B"
"156" 156 1175.09424553471 20 "B"
"157" 157 1176.67721228646 20 "B"
"158" 158 1142.27039308997 20 "B"
"159" 159 1130.64174580439 20 "B"
"160" 160 1172.37251028387 20 "B"
"161" 161 1152.43933607297 20 "B"
"162" 162 1212.62740884351 20 "B"
"163" 163 1245.55173154567 20 "B"
"164" 164 1132.82156462927 20 "B"
"165" 165 1166.68809177845 20 "B"
"166" 166 1169.63692122745 20 "B"
"167" 167 1198.95627750458 20 "B"
"168" 168 1043.85827130983 20 "B"
"169" 169 1191.00098391084 20 "B"
"170" 170 1134.38293689395 20 "B"
"171" 171 1088.84726619791 20 "B"
"172" 172 1118.58776377036 20 "B"
"173" 173 1155.05777919149 20 "B"
"174" 174 1091.52847134466 20 "B"
"175" 175 1176.10106720232 20 "B"
"176" 176 1167.93063815759 20 "B"
"177" 177 1078.57204918901 20 "B"
"178" 178 1152.4359964164 20 "B"
"179" 179 1227.41832574767 20 "B"
"180" 180 1084.55906371972 20 "B"
"181" 181 1247.17123119225 20 "B"
"182" 182 1147.06023388041 20 "B"
"183" 183 1126.24918689109 20 "B"
"184" 184 1164.56697043146 20 "B"
"185" 185 1143.83845822157 20 "B"
"186" 186 1207.38819808656 20 "B"
"187" 187 1209.59592129736 20 "B"
"188" 188 1157.04619653427 20 "B"
"189" 189 1126.56625083328 20 "B"
"190" 190 1146.49793506991 20 "B"
"191" 191 1136.40896972499 20 "B"
"192" 192 1121.84252663195 20 "B"
"193" 193 1201.67005083358 20 "B"
"194" 194 1073.19195844933 20 "B"
"195" 195 1176.78630311819 20 "B"
"196" 196 1156.33482358649 20 "B"
"197" 197 1125.69481187385 20 "B"
"198" 198 1110.62207798688 20 "B"
"199" 199 1198.38704756289 20 "B"
"200" 200 1048.54974104875 20 "B"
"201" 201 1134.95827357054 20 "C"
"202" 202 1190.6088289882 20 "C"
"203" 203 1117.21019143975 20 "C"
"204" 204 1156.16855219259 20 "C"
"205" 205 1192.82986177203 20 "C"
"206" 206 1188.29897950196 20 "C"
"207" 207 1107.81989140237 20 "C"
"208" 208 1176.87401534602 20 "C"
"209" 209 1122.01099398172 20 "C"
"210" 210 1121.51949437038 20 "C"
"211" 211 1183.07948012611 20 "C"
"212" 212 1212.88073021854 20 "C"
"213" 213 1071.4187092082 20 "C"
"214" 214 1146.3795671101 20 "C"
"215" 215 1132.54888775959 20 "C"
"216" 216 1124.09997731644 20 "C"
"217" 217 1085.69002134763 20 "C"
"218" 218 1122.87296510469 20 "C"
"219" 219 1176.50479188607 20 "C"
"220" 220 1138.63548875231 20 "C"
"221" 221 1146.02253431541 20 "C"
"222" 222 1138.0266203381 20 "C"
"223" 223 1189.63620163256 20 "C"
"224" 224 1090.74839558232 20 "C"
"225" 225 1080.75806184827 20 "C"
"226" 226 959.055055809996 20 "C"
"227" 227 1114.83141005513 20 "C"
"228" 228 1165.52574862235 20 "C"
"229" 229 1143.63319339464 20 "C"
"230" 230 1084.23673185632 20 "C"
"231" 231 1127.06353701735 20 "C"
"232" 232 1136.03909333618 20 "C"
"233" 233 1194.75004454858 20 "C"
"234" 234 1154.2305527125 20 "C"
"235" 235 1161.64264195257 20 "C"
"236" 236 954.708123370423 20 "C"
"237" 237 1147.28041357863 20 "C"
"238" 238 1141.02535153383 20 "C"
"239" 239 1160.16862310169 20 "C"
"240" 240 1228.41952850305 20 "C"
"241" 241 991.729551587482 20 "C"
"242" 242 1262.03780079093 20 "C"
"243" 243 1225.92145081105 20 "C"
"244" 244 982.139981906922 20 "C"
"245" 245 1201.40634393875 20 "C"
"246" 246 1125.76615141118 20 "C"
"247" 247 1120.3171994225 20 "C"
"248" 248 1178.14294866124 20 "C"
"249" 249 1155.94384461501 20 "C"
"250" 250 1145.51606801757 20 "C"
"251" 251 1104.30178265004 20 "C"
"252" 252 1155.0619551678 20 "C"
"253" 253 1142.39025838288 20 "C"
"254" 254 1061.98737355013 20 "C"
"255" 255 1113.3854532658 20 "C"
"256" 256 1212.43774789965 20 "C"
"257" 257 1140.86079378697 20 "C"
"258" 258 1202.00919672788 20 "C"
"259" 259 1180.76833754363 20 "C"
"260" 260 1135.36251064619 20 "C"
"261" 261 1142.65620307218 20 "C"
"262" 262 1164.29535694702 20 "C"
"263" 263 1163.75883211084 20 "C"
"264" 264 1177.25971535128 20 "C"
"265" 265 1143.34144799696 20 "C"
"266" 266 1181.42498537059 20 "C"
"267" 267 1169.7533300642 20 "C"
"268" 268 1155.03941629482 20 "C"
"269" 269 1219.57678836423 20 "C"
"270" 270 1127.62542731092 20 "C"
"271" 271 1057.60478903015 20 "C"
"272" 272 1222.56901368659 20 "C"
"273" 273 1280.09020748625 20 "C"
"274" 274 1250.75370381824 20 "C"
"275" 275 1139.85877622301 20 "C"
"276" 276 1184.68971613132 20 "C"
"277" 277 1113.16386057871 20 "C"
"278" 278 1155.54307011469 20 "C"
"279" 279 1173.20144560967 20 "C"
"280" 280 1162.74428890224 20 "C"
"281" 281 1180.28906037423 20 "C"
"282" 282 1089.05611540774 20 "C"
"283" 283 1076.57458703399 20 "C"
"284" 284 1178.17381737709 20 "C"
"285" 285 1133.86367956718 20 "C"
"286" 286 1163.76977445191 20 "C"
"287" 287 1196.0643917048 20 "C"
"288" 288 1165.22813312662 20 "C"
"289" 289 1150.26423321501 20 "C"
"290" 290 1195.5238666836 20 "C"
"291" 291 1119.44881606652 20 "C"
"292" 292 1194.34710280455 20 "C"
"293" 293 1187.53169303709 20 "C"
"294" 294 1143.25288803014 20 "C"
"295" 295 1168.19696719844 20 "C"
"296" 296 1144.79316464955 20 "C"
"297" 297 1095.5746497113 20 "C"
"298" 298 1113.62085206154 20 "C"
"299" 299 1211.19645378487 20 "C"
"300" 300 1058.76519079304 20 "C"
"301" 301 1171.90996214585 20 "D"
"302" 302 1178.80951992664 20 "D"
"303" 303 1148.02346276523 20 "D"
"304" 304 1116.72354023558 20 "D"
"305" 305 1181.81593717271 20 "D"
"306" 306 1116.47761321764 20 "D"
"307" 307 1103.68671531192 20 "D"
"308" 308 1150.73228143417 20 "D"
"309" 309 1186.35456860569 20 "D"
"310" 310 1129.87593293786 20 "D"
"311" 311 1140.82851007816 20 "D"
"312" 312 1140.69823671458 20 "D"
"313" 313 1214.88833225209 20 "D"
"314" 314 1116.43677574546 20 "D"
"315" 315 1216.01429115089 20 "D"
"316" 316 1177.53688024854 20 "D"
"317" 317 1160.97687352763 20 "D"
"318" 318 1160.36823007163 20 "D"
"319" 319 1223.18536153684 20 "D"
"320" 320 1214.01049065492 20 "D"
"321" 321 1123.90536654703 20 "D"
"322" 322 1160.32306567517 20 "D"
"323" 323 1179.97186696722 20 "D"
"324" 324 1180.19035850686 20 "D"
"325" 325 1191.88348948975 20 "D"
"326" 326 1220.48338788387 20 "D"
"327" 327 1138.24373436618 20 "D"
"328" 328 1197.7411712977 20 "D"
"329" 329 1149.21225773987 20 "D"
"330" 330 1107.82633975151 20 "D"
"331" 331 1096.12526495364 20 "D"
"332" 332 1156.40350847 20 "D"
"333" 333 1042.00301351167 20 "D"
"334" 334 1155.86430391705 20 "D"
"335" 335 1197.30983083757 20 "D"
"336" 336 1117.92103818765 20 "D"
"337" 337 1173.96646531968 20 "D"
"338" 338 1184.0119380392 20 "D"
"339" 339 1245.23973609697 20 "D"
"340" 340 1171.96442036017 20 "D"
"341" 341 1116.77671164447 20 "D"
"342" 342 1059.88902157509 20 "D"
"343" 343 1170.36558750904 20 "D"
"344" 344 1219.62267534565 20 "D"
"345" 345 1183.46575593257 20 "D"
"346" 346 1235.04910618055 20 "D"
"347" 347 1185.68437171619 20 "D"
"348" 348 1174.8365364431 20 "D"
"349" 349 1183.72830139965 20 "D"
"350" 350 989.996283965549 20 "D"
"351" 351 1169.66361315163 20 "D"
"352" 352 1175.39326031725 20 "D"
"353" 353 1082.88414246373 20 "D"
"354" 354 1155.13983677397 20 "D"
"355" 355 1193.63950592484 20 "D"
"356" 356 1028.84053913191 20 "D"
"357" 357 1125.25340357237 20 "D"
"358" 358 1175.02744757927 20 "D"
"359" 359 1160.79769868737 20 "D"
"360" 360 1187.84516176383 20 "D"
"361" 361 1161.49691253369 20 "D"
"362" 362 1085.82387143054 20 "D"
"363" 363 1171.83154160573 20 "D"
"364" 364 1026.60078613818 20 "D"
"365" 365 1166.05903545336 20 "D"
"366" 366 1118.41641649571 20 "D"
"367" 367 1169.54846623393 20 "D"
"368" 368 1147.17777512607 20 "D"
"369" 369 1150.66928575255 20 "D"
"370" 370 1150.12526744642 20 "D"
"371" 371 983.447236452247 20 "D"
"372" 372 1097.23458341057 20 "D"
"373" 373 1143.12950509392 20 "D"
"374" 374 1196.87232952378 20 "D"
"375" 375 1150.25585399475 20 "D"
"376" 376 1135.68478347269 20 "D"
"377" 377 1155.3510826247 20 "D"
"378" 378 971.920236295759 20 "D"
"379" 379 1087.72666922937 20 "D"
"380" 380 1244.00406364022 20 "D"
"381" 381 1233.21549261715 20 "D"
"382" 382 1127.12700529414 20 "D"
"383" 383 1153.16253183495 20 "D"
"384" 384 1158.85565883826 20 "D"
"385" 385 1177.36986227985 20 "D"
"386" 386 1099.98435913253 20 "D"
"387" 387 1102.33195119274 20 "D"
"388" 388 999.376626238708 20 "D"
"389" 389 1178.14356367392 20 "D"
"390" 390 1154.45761584883 20 "D"
"391" 391 1189.10147476688 20 "D"
"392" 392 1203.33950068284 20 "D"
"393" 393 1103.60848353606 20 "D"
"394" 394 990.25418385122 20 "D"
"395" 395 1003.34665694741 20 "D"
"396" 396 1061.88057925742 20 "D"
"397" 397 1107.43707520178 20 "D"
"398" 398 1173.87421657252 20 "D"
"399" 399 1159.99497481428 20 "D"
"400" 400 1133.31711620152 20 "D"
"401" 401 710.906970959444 37 "A"
"402" 402 983.992040612952 37 "A"
"403" 403 1035.36463007022 37 "A"
"404" 404 743.161064225795 37 "A"
"405" 405 708.926018550095 37 "A"
"406" 406 1013.44889114477 37 "A"
"407" 407 1057.8229607699 37 "A"
"408" 408 861.750834868361 37 "A"
"409" 409 792.740282099602 37 "A"
"410" 410 805.120277164714 37 "A"
"411" 411 668.794804222785 37 "A"
"412" 412 1038.19625086623 37 "A"
"413" 413 823.4024061228 37 "A"
"414" 414 839.987478607392 37 "A"
"415" 415 725.394547282476 37 "A"
"416" 416 778.260886445818 37 "A"
"417" 417 818.478361257523 37 "A"
"418" 418 683.660203236078 37 "A"
"419" 419 791.381327633805 37 "A"
"420" 420 778.58619954739 37 "A"
"421" 421 927.497983040992 37 "A"
"422" 422 688.090248957505 37 "A"
"423" 423 1043.52254862746 37 "A"
"424" 424 932.969516702725 37 "A"
"425" 425 801.457031680012 37 "A"
"426" 426 665.184208907068 37 "A"
"427" 427 937.996969650236 37 "A"
"428" 428 750.691845497669 37 "A"
"429" 429 733.686573920699 37 "A"
"430" 430 721.365217370761 37 "A"
"431" 431 902.979014311792 37 "A"
"432" 432 753.972833104398 37 "A"
"433" 433 756.98662233677 37 "A"
"434" 434 761.141247305793 37 "A"
"435" 435 652.233552095468 37 "A"
"436" 436 1028.66695724907 37 "A"
"437" 437 900.82078932013 37 "A"
"438" 438 860.129612255604 37 "A"
"439" 439 755.718470501544 37 "A"
"440" 440 1017.14326784714 37 "A"
"441" 441 693.359933284841 37 "A"
"442" 442 900.026549560173 37 "A"
"443" 443 760.727084426825 37 "A"
"444" 444 1015.34048786845 37 "A"
"445" 445 913.10147514125 37 "A"
"446" 446 816.361893097806 37 "A"
"447" 447 890.207540262621 37 "A"
"448" 448 810.475077844554 37 "A"
"449" 449 786.452577383978 37 "A"
"450" 450 946.895029913674 37 "A"
"451" 451 686.942128795355 37 "A"
"452" 452 1002.33322873444 37 "A"
"453" 453 1018.73118046296 37 "A"
"454" 454 743.879208526461 37 "A"
"455" 455 766.973898622588 37 "A"
"456" 456 792.295086483917 37 "A"
"457" 457 814.537651130208 37 "A"
"458" 458 985.895058760345 37 "A"
"459" 459 808.482516820475 37 "A"
"460" 460 1050.56291841582 37 "A"
"461" 461 699.301696803344 37 "A"
"462" 462 960.877141109763 37 "A"
"463" 463 650.600524864178 37 "A"
"464" 464 725.825356820882 37 "A"
"465" 465 660.815970679563 37 "A"
"466" 466 967.117134856825 37 "A"
"467" 467 767.293711983384 37 "A"
"468" 468 706.388040850919 37 "A"
"469" 469 717.853329093285 37 "A"
"470" 470 784.790107711865 37 "A"
"471" 471 1008.72426643959 37 "A"
"472" 472 872.743185027384 37 "A"
"473" 473 747.540329127462 37 "A"
"474" 474 780.592450308851 37 "A"
"475" 475 939.443569298038 37 "A"
"476" 476 826.456245693742 37 "A"
"477" 477 709.627771981994 37 "A"
"478" 478 736.406330894466 37 "A"
"479" 479 824.67429110497 37 "A"
"480" 480 854.128457533766 37 "A"
"481" 481 708.583899734711 37 "A"
"482" 482 734.855606669942 37 "A"
"483" 483 686.615997087192 37 "A"
"484" 484 838.430947489711 37 "A"
"485" 485 708.959369483667 37 "A"
"486" 486 1028.1137471713 37 "A"
"487" 487 693.906586317253 37 "A"
"488" 488 1026.06116648094 37 "A"
"489" 489 720.160354838441 37 "A"
"490" 490 1077.47425249329 37 "A"
"491" 491 979.97497845019 37 "A"
"492" 492 749.908510195972 37 "A"
"493" 493 748.93778148815 37 "A"
"494" 494 760.543211153005 37 "A"
"495" 495 698.538228478505 37 "A"
"496" 496 784.639951380649 37 "A"
"497" 497 1033.58859163518 37 "A"
"498" 498 1009.30213426783 37 "A"
"499" 499 1099.20900662862 37 "A"
"500" 500 767.863524929134 37 "A"
"501" 501 999.393713888837 37 "B"
"502" 502 749.211891696658 37 "B"
"503" 503 993.629079854919 37 "B"
"504" 504 687.430742050056 37 "B"
"505" 505 839.746613483736 37 "B"
"506" 506 841.325283059749 37 "B"
"507" 507 727.498244168458 37 "B"
"508" 508 1069.99509819239 37 "B"
"509" 509 1073.9564898308 37 "B"
"510" 510 671.65850067108 37 "B"
"511" 511 935.460288176019 37 "B"
"512" 512 853.45856486385 37 "B"
"513" 513 672.330057800863 37 "B"
"514" 514 689.183257720661 37 "B"
"515" 515 677.222599778013 37 "B"
"516" 516 804.136219559591 37 "B"
"517" 517 791.459630578475 37 "B"
"518" 518 820.536230749941 37 "B"
"519" 519 709.667258245958 37 "B"
"520" 520 850.004331132543 37 "B"
"521" 521 888.161383796921 37 "B"
"522" 522 854.584276116916 37 "B"
"523" 523 647.389691729894 37 "B"
"524" 524 1041.35213618722 37 "B"
"525" 525 731.888915391473 37 "B"
"526" 526 762.377130368286 37 "B"
"527" 527 1041.60441402763 37 "B"
"528" 528 1044.34431987049 37 "B"
"529" 529 736.846010459063 37 "B"
"530" 530 1041.79421480083 37 "B"
"531" 531 741.052102432324 37 "B"
"532" 532 693.069562062419 37 "B"
"533" 533 883.994706016838 37 "B"
"534" 534 583.566072702937 37 "B"
"535" 535 1009.1413011415 37 "B"
"536" 536 1016.30392972353 37 "B"
"537" 537 879.994190175391 37 "B"
"538" 538 690.591307779649 37 "B"
"539" 539 780.526897116721 37 "B"
"540" 540 1058.52565169733 37 "B"
"541" 541 1010.70953556686 37 "B"
"542" 542 594.626453201531 37 "B"
"543" 543 849.205092367578 37 "B"
"544" 544 709.210723676588 37 "B"
"545" 545 813.622917336045 37 "B"
"546" 546 903.54990262227 37 "B"
"547" 547 892.962214438197 37 "B"
"548" 548 841.685775711521 37 "B"
"549" 549 852.909886263067 37 "B"
"550" 550 886.197466416027 37 "B"
"551" 551 691.485012878503 37 "B"
"552" 552 1009.43256280947 37 "B"
"553" 553 1006.02544139113 37 "B"
"554" 554 739.130280079658 37 "B"
"555" 555 696.371797405501 37 "B"
"556" 556 982.241666034354 37 "B"
"557" 557 1086.70667716164 37 "B"
"558" 558 724.000061181912 37 "B"
"559" 559 700.844599389204 37 "B"
"560" 560 662.30742373461 37 "B"
"561" 561 749.540561418461 37 "B"
"562" 562 765.272769230618 37 "B"
"563" 563 722.885238638467 37 "B"
"564" 564 752.416868304726 37 "B"
"565" 565 752.376906985832 37 "B"
"566" 566 1030.86353590305 37 "B"
"567" 567 1050.10872600222 37 "B"
"568" 568 1088.59263296459 37 "B"
"569" 569 1059.69403948802 37 "B"
"570" 570 1004.68359422197 37 "B"
"571" 571 750.761465219833 37 "B"
"572" 572 1063.58518050224 37 "B"
"573" 573 925.687959442104 37 "B"
"574" 574 1070.42429943561 37 "B"
"575" 575 810.483314276411 37 "B"
"576" 576 685.907865728451 37 "B"
"577" 577 769.481163059457 37 "B"
"578" 578 1051.17647621809 37 "B"
"579" 579 724.705254500306 37 "B"
"580" 580 1045.66210747739 37 "B"
"581" 581 1007.27236306694 37 "B"
"582" 582 860.636831806021 37 "B"
"583" 583 755.43309110585 37 "B"
"584" 584 1056.65100300549 37 "B"
"585" 585 729.861172528438 37 "B"
"586" 586 771.491585442888 37 "B"
"587" 587 929.859194620446 37 "B"
"588" 588 1071.46074470793 37 "B"
"589" 589 765.735628485206 37 "B"
"590" 590 977.035950789173 37 "B"
"591" 591 760.904523798117 37 "B"
"592" 592 1026.69475180977 37 "B"
"593" 593 864.265996074579 37 "B"
"594" 594 923.959552343635 37 "B"
"595" 595 715.280941571666 37 "B"
"596" 596 706.810384514538 37 "B"
"597" 597 711.117914318528 37 "B"
"598" 598 1079.35868285126 37 "B"
"599" 599 732.298770726452 37 "B"
"600" 600 1014.77759790483 37 "B"
"601" 601 848.823336499103 37 "C"
"602" 602 1015.70928266527 37 "C"
"603" 603 1073.01416559388 37 "C"
"604" 604 817.058572422722 37 "C"
"605" 605 1014.8711271469 37 "C"
"606" 606 767.274147011777 37 "C"
"607" 607 509.348503336316 37 "C"
"608" 608 748.756782538114 37 "C"
"609" 609 896.486155380128 37 "C"
"610" 610 740.055990280817 37 "C"
"611" 611 729.091018550017 37 "C"
"612" 612 738.003708194263 37 "C"
"613" 613 890.043865118433 37 "C"
"614" 614 788.710086261247 37 "C"
"615" 615 733.287938862782 37 "C"
"616" 616 703.394591099957 37 "C"
"617" 617 1059.98086547634 37 "C"
"618" 618 1029.59346994736 37 "C"
"619" 619 920.915018788876 37 "C"
"620" 620 918.387922674367 37 "C"
"621" 621 1046.36306775408 37 "C"
"622" 622 878.702969753424 37 "C"
"623" 623 784.709945244448 37 "C"
"624" 624 726.582941123108 37 "C"
"625" 625 1069.09283872641 37 "C"
"626" 626 1029.35003564795 37 "C"
"627" 627 1036.10110956483 37 "C"
"628" 628 1035.18796472629 37 "C"
"629" 629 1014.12371351683 37 "C"
"630" 630 980.043339135357 37 "C"
"631" 631 716.985534940975 37 "C"
"632" 632 758.264366003416 37 "C"
"633" 633 670.495267973658 37 "C"
"634" 634 901.588224819427 37 "C"
"635" 635 788.894790976946 37 "C"
"636" 636 899.217029241079 37 "C"
"637" 637 776.866610364532 37 "C"
"638" 638 919.820952535505 37 "C"
"639" 639 1077.14189204769 37 "C"
"640" 640 806.867309259305 37 "C"
"641" 641 1078.64354009383 37 "C"
"642" 642 932.38950933362 37 "C"
"643" 643 1024.90964330099 37 "C"
"644" 644 800.170269601241 37 "C"
"645" 645 834.427039545719 37 "C"
"646" 646 907.914573295269 37 "C"
"647" 647 734.613128342782 37 "C"
"648" 648 701.89025498628 37 "C"
"649" 649 877.510959200669 37 "C"
"650" 650 724.820636148207 37 "C"
"651" 651 747.707142850959 37 "C"
"652" 652 633.569443980341 37 "C"
"653" 653 1039.30426728071 37 "C"
"654" 654 996.023346439267 37 "C"
"655" 655 1051.99690985233 37 "C"
"656" 656 1089.52201830878 37 "C"
"657" 657 844.304450469201 37 "C"
"658" 658 749.47780810282 37 "C"
"659" 659 940.536358525543 37 "C"
"660" 660 775.03544288078 37 "C"
"661" 661 1034.69137709767 37 "C"
"662" 662 1049.6764419984 37 "C"
"663" 663 594.51950817292 37 "C"
"664" 664 1010.82754835912 37 "C"
"665" 665 1053.8433607762 37 "C"
"666" 666 787.828711669386 37 "C"
"667" 667 793.793849105866 37 "C"
"668" 668 1037.11832789959 37 "C"
"669" 669 817.00264261626 37 "C"
"670" 670 936.535692370872 37 "C"
"671" 671 671.793129042215 37 "C"
"672" 672 1007.99979240184 37 "C"
"673" 673 662.425819705436 37 "C"
"674" 674 952.510714047793 37 "C"
"675" 675 714.139766519311 37 "C"
"676" 676 1020.58405391355 37 "C"
"677" 677 698.169347803856 37 "C"
"678" 678 1083.25245728608 37 "C"
"679" 679 721.744510570378 37 "C"
"680" 680 1039.1105302708 37 "C"
"681" 681 879.730677865089 37 "C"
"682" 682 1025.28028263426 37 "C"
"683" 683 775.648833218638 37 "C"
"684" 684 1113.21987047186 37 "C"
"685" 685 1012.41976163518 37 "C"
"686" 686 860.228999432383 37 "C"
"687" 687 760.710055319703 37 "C"
"688" 688 978.876884367675 37 "C"
"689" 689 822.310951181081 37 "C"
"690" 690 851.777194233831 37 "C"
"691" 691 1015.26407646159 37 "C"
"692" 692 927.469570114147 37 "C"
"693" 693 879.170755943392 37 "C"
"694" 694 737.868161025462 37 "C"
"695" 695 1013.15640780595 37 "C"
"696" 696 1237.60363159984 37 "C"
"697" 697 1101.14315828188 37 "C"
"698" 698 804.907810408583 37 "C"
"699" 699 972.72832470283 37 "C"
"700" 700 1017.05926754046 37 "C"
"701" 701 675.531003483666 37 "D"
"702" 702 786.351740987473 37 "D"
"703" 703 737.184302001552 37 "D"
"704" 704 703.375861575282 37 "D"
"705" 705 783.229235625055 37 "D"
"706" 706 683.315886451358 37 "D"
"707" 707 1106.56550992279 37 "D"
"708" 708 1008.21551966231 37 "D"
"709" 709 774.666977407717 37 "D"
"710" 710 1002.24270922659 37 "D"
